Summary,Sentiment
charging battery days,neutral
fabric good bad,neutral
product,neutral
quality good quite expensive,neutral
supp,neutral
nice,neutral
exllent,neutral
kasa,neutral
product received,neutral
quality working properly,neutral
gud product,neutral
book nice paper quality may improved,neutral
ok,neutral
average,neutral
product got opened delivery service goodwant return product,neutral
product wrost,neutral
use full catarge filling,neutral
small,neutral
ohkk ohkk,neutral
sound ok,neutral
please note doesnt front facing camera hence go video call,neutral
pipes r thin ok product,neutral
ok,neutral
product good system slow ang system im display quality good always sound superb tv processor better many legs,neutral
good workbut inernal battery,neutral
working best small loud sound,neutral
better best,neutral
ok,neutral
ok,neutral
velvet carpet ordinary cloth carpet,neutral
one day used light working,neutral
quality product expected ok price range,neutral
good high priced,neutral
goog,neutral
vary good indian company must fight indian company,neutral
ok,neutral
ball great think nivia trainer much betterit cheaper snapdealthe ball good grip good matches,neutral
ok,neutral
working excellent device getting hot,neutral
dont buy battery working one month used,neutral
gud keep light weight stuff like clothes toys even shoes,neutral
supper,neutral
short blanket,neutral
okk,neutral
overall good freez front handle grip making noise main door open,neutral
worthy money like power cable small,neutral
ok,neutral
average,neutral
much quality product,neutral
small size,neutral
quality good sound quality little bit low,neutral
oko ok,neutral
product good works well lock system jar good otherwise good product,neutral
goodrevital h daily supplement capsulesrevital h multivitamin capsuleslaksh,neutral
ok,neutral
close eye buy speaker mivi,neutral
ok,neutral
works expected,neutral
,neutral
build strong quality,neutral
demo installation,neutral
give guys honest answer get takes around minutes quite disappointing,neutral
ok product price range suits small family,neutral
take time open close,neutral
product really good material little bit thin,neutral
picture,neutral
power bank storing charge properly ports working usb c port detect usb c cable use converter jack charge iphone,neutral
toooo tight legs,neutral
functioning properly im using since weeks,neutral
ok,neutral
smooth speed also slownot big room onley small room fet,neutral
works expected works box delivered within hours although relatively old model chromecast lineup brand new piece great option much expensive chromecast ultraekart delivery great well nonsense direct call gate ensure hassle free contactless delivery times pandemic like competition,neutral
product good delivered time,neutral
ok small,neutral
wrost product,neutral
average product,neutral
ok,neutral
thanxxx flipkart nice product love,neutral
good ball since used months hard tough conditions survive conditions happy product,neutral
hit issue,neutral
good one bit expensive though doesnt help pixel much phone doesnt support fast,neutral
average,neutral
supporting plastic clips got damaged within month,neutral
ok,neutral
good,neutral
dont know,neutral
okkk,neutral
size small,neutral
ok,neutral
ok,neutral
dont buy product,neutral
quality ok,neutral
thin material heavy winter,neutral
ok,neutral
ok clearly,neutral
looking good,neutral
bead,neutral
okay okay product,neutral
bad,neutral
rice burning onoff switch working consistently,neutral
buy hole ocks,neutral
likely,neutral
product working connect bluetooth also,neutral
connecting wires thin,neutral
bowl size small,neutral
ok,neutral
cotton enough cushion made cussion using cushions cotton,neutral
delivery timeinstalling demo timegood conditionvalue moneyworthy,neutral
small,neutral
average product,neutral
badbut room improvementeg finishing,neutral
ok,neutral
nice,neutral
name,neutral
speed little bit slow,neutral
decent product range,neutral
normal waterproof wkg properly,neutral
ok,neutral
hp black ink prints pages,neutral
good stone product,neutral
papers print,neutral
ok,neutral
kept water atleast hours used water water remained hot pouring go without hesotation thankyou flipkart fast delivery,neutral
okk,neutral
ok,neutral
great product difficult elderly understand operation also takes really long connect wifi works well overall must thank flipkart great packaging delivering product great condition,neutral
ok,neutral
nyc,neutral
chap matarial,neutral
okay,neutral
supper wander full working heater,neutral
bad,neutral
product quality good front disk break good,neutral
fregrence goodbut long lasting,neutral
mi,neutral
good product price product high,neutral
fitting proper,neutral
bad,neutral
niceeeeee,neutral
ok,neutral
ok,neutral
nice ball reason behind stars bounce ball concrete surface sounds like basketball feel nice play ball,neutral
product quality good,neutral
slow heating,neutral
speed mb,neutral
timers,neutral
good product using since last months complaints except little fan noise charging using luminous tall tubular battery gives power backup hours using duplex house nos led lights parking area lighted whole night,neutral
size small,neutral
upto mark,neutral
good like product heavy sounds,neutral
small size,neutral
bad,neutral
product good speed number working speed working good product superb,neutral
regular use okk,neutral
ok,neutral
hello everyonethere return policy product please check purchase ever customer care good assisting please check tv hdmi slots tv frameweather would fit,neutral
ok,neutral
sling side part made metal metal pulled,neutral
average,neutral
thq every thing,neutral
cotton mix product pure cotton,neutral
nice product picture quality low,neutral
average,neutral
product plates medium size,neutral
average,neutral
parfect,neutral
ok,neutral
ok,neutral
good white stripe packet,neutral
good nd time bought relatives,neutral
awesome working things need wifi router work freely u dont wifi router u need mobiles hot spot wifi online streaming working without problem mirror cast struck mins hour audio coming need disconnect mirror cast,neutral
ok,neutral
plates bowls small,neutral
best tennis ball leather ball,neutral
average quality,neutral
maney much according material,neutral
small size bada dhamaka,neutral
price okpu meterialonly one compartmentzip smoothso,neutral
okay,neutral
cotton product,neutral
fast charging give,neutral
ok,neutral
okay,neutral
ok,neutral
small size,neutral
great service flipkart considering price point ball absolutely amazing yep bit heavy great one buy price rather best football price,neutral
doubt excellent product price got bottom motion sensors,neutral
exellent bat tennis ball nt stumpher ball bcoz u hit stumphar ball stamp come bat shots exellent toe guard absent exellent tennis ball tqsm flipkart,neutral
appearance light average,neutral
cheap besf,neutral
ok,neutral
okay,neutral
ok,neutral
average,neutral
ok,neutral
chape one standard lockal company product,neutral
ok,neutral
ok,neutral
delivery goodcamera bag good,neutral
goodbut heating isu,neutral
thin cloth,neutral
satisfied,neutral
small,neutral
threads splitted little medium gaming product,neutral
ok waterproof,neutral
good,neutral
ok,neutral
ok good,neutral
stuff cotton nylon synthetic stuff,neutral
avarage quality,neutral
ok,neutral
product heat using time,neutral
normal products,neutral
ok ok,neutral
bad,neutral
ok,neutral
one light stick working properly,neutral
writing review using days product good according price drawback machine washing quality good desired,neutral
nise,neutral
ok,neutral
ok,neutral
ok,neutral
ok,neutral
everything good except parts somewhere weak,neutral
rotation slowgrinding taking lot time getting hot running timewaste money,neutral
weast,neutral
okay,neutral
ultimate,neutral
average,neutral
oil light weight suits hair typeprice also affordable,neutral
goggles small adult,neutral
size littel bit extra know talking right,neutral
small,neutral
average product,neutral
thin,neutral
using,neutral
awesome,neutral
ok excellent,neutral
small size,neutral
every things fantasticbut screen mirroring phones working,neutral
thin,neutral
nic product,neutral
defaulty product automatically getting switched think twice buying flipkart ifb product,neutral
simply gd,neutral
average rating,neutral
higher actual prices,neutral
lightweight somewhat feels like low quality job,neutral
ok types,neutral
memory use,neutral
ok,neutral
small show use decoration keep,neutral
cloth thin,neutral
ok,neutral
ok,neutral
osm,neutral
good bad,neutral
ok,neutral
soft cozy light weight thick shown picture colour awesome,neutral
ok,neutral
small unexpected,neutral
ok,neutral
soft,neutral
really tuf gaming h,neutral
bad noicey,neutral
daliveri boy smart quick,neutral
ok,neutral
goodvalue moneygood soundhard bass,neutral
ordinary,neutral
expected type quality,neutral
ok ok product,neutral
ok,neutral
product awesome delay installation huge,neutral
nice product happy thanku flipkart,neutral
wtnot described,neutral
thin,neutral
average,neutral
nice mixy jars small,neutral
years booys ball,neutral
product good plastic quality poor,neutral
avg quality,neutral
ok,neutral
remote perfect working system good,neutral
overall goodbut warranty card month ago,neutral
average product light weight shoes,neutral
verry cheap product,neutral
average product,neutral
decent quality product bt outer rubber harder slightly pain,neutral
average product stoped working months,neutral
heating muchrequiring pause,neutral
gud price high,neutral
perfume long lasting frengase,neutral
sir two filter must right amount filter cost,neutral
ok,neutral
ok,neutral
size small,neutral
oil leaking collecter tank,neutral
avarage,neutral
working months,neutral
noice coming minutes heating machine,neutral
overall good product,neutral
okay product,neutral
working good use lost sleeve,neutral
small size,neutral
avarage,neutral
thin,neutral
good product,neutral
soft,neutral
ok,neutral
osum,neutral
okay,neutral
okay,neutral
ok ok,neutral
ok price,neutral
clock goodbut make much sound little bit small,neutral
bad,neutral
suprb,neutral
product good brush feather long shown picture,neutral
ok ok price,neutral
ok,neutral
okk,neutral
literally nice,neutral
clot thin,neutral
sounds good super bass remote working,neutral
material white socks thinner compared black socks,neutral
ok,neutral
motor heating fast,neutral
ok ok,neutral
small,neutral
thats like ok product,neutral
good disappointing headphones jack,neutral
price little bit higher okego,neutral
hm like toooo hard think play small brother ball get feet feet get red,neutral
ok,neutral
ok ok,neutral
ok,neutral
ok bad,neutral
okkk,neutral
cheap product,neutral
tq,neutral
sound prablam,neutral
best cant fit finger,neutral
material thin,neutral
average,neutral
works well still sure voice command given phone,neutral
kinda looks good pic really isnt good reality like ball perfect hard ground since rubber coating top know people dont like reviews problem coating,neutral
ok,neutral
ok,neutral
fragrance gd,neutral
average,neutral
right choice buy,neutral
tubicast app working properly,neutral
ok,neutral
okk,neutral
,neutral
nice product saund low,neutral
grinder working,neutral
ok,neutral
average,neutral
material cheap,neutral
ok,neutral
nice,neutral
good,neutral
average product,neutral
bad,neutral
badnot quality prodect,neutral
gud,neutral
proswell balanced slow management quality enough content quality top battery headphone end version memory gb,neutral
okcloth quality mark,neutral
expected,neutral
product average,neutral
really great product,neutral
ok,neutral
mass,neutral
bad,neutral
ok,neutral
average bcz u give full volume sound quality good,neutral
average product,neutral
small remote,neutral
purchased rs good price range light inside otg considered cons,neutral
working firs useplz buy,neutral
works mentioned,neutral
plates smaller size small eating rice,neutral
got four ear plugs,neutral
price high quality,neutral
long,neutral
connecting short range,neutral
freshnes smell solar rotation,neutral
one wash gone,neutral
took many time heat water,neutral
small size,neutral
ok,neutral
average quality,neutral
good sound bar bass sound quality battary backup bad,neutral
avarage,neutral
best product given cool pad,neutral
using since month nowbattery backup around hours average tested multiple timeskeyboard smooth build quality could bettersound quality topprocessor performance great obliviously used coding visual studio games codpubg premier pro working perfectit battle gen processor laptops select coding cons wifi still bit low rangewebcam biggest conwith,neutral
needs lots internet min required streaming,neutral
average product,neutral
bowls r small moreover quality mark,neutral
avarage quality,neutral
pages print per catridge,neutral
kit proper things inside bag kit totally wastedlost money packet,neutral
quality chip,neutral
make item available pincodes,neutral
vry nic product,neutral
body otg hot oprate,neutral
standard size files keep vertically expected size quality gud,neutral
product goodbut late delivery,neutral
okay,neutral
ok,neutral
ok,neutral
ok,neutral
ok k,neutral
nice product,neutral
lovely product job well initially afriad however completely satisfiedwas birthday gift mom,neutral
good expensive,neutral
worth price sure heating modes working toasted mode modes sufficient believe,neutral
large size,neutral
normal,neutral
good style inner bottom poor quality,neutral
buying saw reviews youtube came across video said installation time huge getting tv also cant open voids warranty made think twice purchase made flipkart lived expectation tv delivered morning installed afternoon day cons tv doesnt amazon prime video netflixs jio cinema possibly side load tried yetbrightness weired,neutral
bed,neutral
ok,neutral
ok,neutral
smell light maximum hr,neutral
ok,neutral
average rating product,neutral
working month,neutral
ok product costly,neutral
good products,neutral
ok,neutral
extent osm,neutral
small kids,neutral
product good little costly,neutral
seen item,neutral
rama,neutral
ok,neutral
much useful primitive technology,neutral
ok,neutral
thin quality,neutral
clouth thin,neutral
bad,neutral
ok,neutral
ok,neutral
bed,neutral
gud,neutral
okay,neutral
good doesnt work like original charger,neutral
nice look little heating problem,neutral
small,neutral
lights working,neutral
quality good expected,neutral
much light weight didnt feel like originalquality also ok,neutral
small size,neutral
normal,neutral
wood inside per prescription,neutral
ok ok,neutral
product wise best packing bad two dent left side refrigerator mentioned samsung eng installation customer service acknowledgement sheet,neutral
okay,neutral
average,neutral
ok,neutral
plug two pinlight weight jar,neutral
gsm,neutral
ok,neutral
automatic cooking good automatic cook works rice starts burning dont wait auto cook instead keep checking cookingso u invest little money get product another brand like panasonichavells etc etc,neutral
awsome dslr camera,neutral
less fibre field,neutral
avarage,neutral
aspects two port usb one port present,neutral
avarege quality,neutral
ok ok,neutral
ok,neutral
bad,neutral
weeks didnt work,neutral
product okkbut delivery bedbecause product openvery bed,neutral
bed,neutral
maney much according material,neutral
ok,neutral
nice,neutral
product cloth good,neutral
okaybut increasing life span u spend extra rupaye fevicolthe image uploaded month playingand condition still good,neutral
ok ptoduct,neutral
bad,neutral
expected,neutral
colour attract dist time look like dirty,neutral
got expected,neutral
mediam,neutral
available remote,neutral
good product,neutral
lite weight,neutral
ok,neutral
quality product meet expectations,neutral
small size use years baby,neutral
ok ok,neutral
bed quality,neutral
ok,neutral
looking qood,neutral
average productgood one,neutral
motor performance good making lot noise,neutral
awsome,neutral
dinner plates size small,neutral
bkwas item,neutral
accessories comleted,neutral
bad,neutral
soft cloth,neutral
suit bulew men corgi,neutral
okk,neutral
okay,neutral
ok ok,neutral
ok,neutral
flipkart return replacement exepted,neutral
ok,neutral
size small expect u,neutral
ok,neutral
ok,neutral
ok,neutral
small look like real,neutral
notspecified,neutral
issues cable light frequently,neutral
avg,neutral
smaller expected,neutral
usefull product zeb,neutral
activation key validwaste money,neutral
small size,neutral
garminate,neutral
good,neutral
abt month use fans speed decreased automatically,neutral
first charge speaker use itsuper sound medium bassvalue,neutral
bad,neutral
vary small,neutral
almost good rate high,neutral
ok,neutral
ok,neutral
minor heating issue job,neutral
size small compared year baby,neutral
sleepy,neutral
good product,neutral
simply wow easy connect hour connecting tv notice heating issue chromecast,neutral
average,neutral
ok,neutral
costley,neutral
super duper wrist band,neutral
amazingget one owsm,neutral
brand gyz untold,neutral
gud,neutral
slowly heating,neutral
niccc,neutral
overall fineworth price product received leaks bottomwant return,neutral
ok nice,neutral
okay,neutral
ok,neutral
bad,neutral
nice products,neutral
average,neutral
ok,neutral
ok,neutral
ok nothing else,neutral
ok,neutral
ok one,neutral
indication light work,neutral
got different flowers seeds varying numbers seeds inside packet say r enough seeds r every seasonthere also manual givenfor germination depends u try germinate itrest everything seems fine go itthis maximum veriety flowers lowest priceplanted seeds waiting germination,neutral
product perfectonly exhaust pipe provide little small,neutral
like ballgood ball also provide pin pump air overall excellent product value money thank flipkart,neutral
avearage,neutral
ok,neutral
avrage,neutral
stuff nice bt size mark,neutral
ok,neutral
medium,neutral
ok,neutral
works mobile working computer system,neutral
good work like iron color fade usage,neutral
super product cycle moving smoothly,neutral
,neutral
write speed mb per second,neutral
okay product,neutral
ok,neutral
ok,neutral
west product money booka working one week,neutral
really pure sine wave inverter,neutral
seeds looks good,neutral
cheap price performance,neutral
avrrage,neutral
average product,neutral
speak loudly,neutral
durable,neutral
heavy winter,neutral
good looking also grinding good noise around little noise muchotherwise perfect home,neutral
bed quality febric,neutral
charger charging normal speed,neutral
use,neutral
wifi distance lp get full range however dell lp gets full drains quickly browse however get full charge immediately least last hr smooth ac adaptor get heated mins,neutral
product perfect time deliver,neutral
ok,neutral
overall,neutral
ok,neutral
ok,neutral
ok,neutral
small,neutral
looks nice normal average quality,neutral
cheap quality,neutral
yet used hope product nicebecause trust flipkart,neutral
,neutral
small,neutral
badnice,neutral
stability required,neutral
non sticky light,neutral
product quantity good,neutral
product gudjust itt,neutral
phone cant withstand,neutral
small,neutral
day crack scrathes,neutral
average,neutral
ok,neutral
ok ok prodcut,neutral
dood,neutral
ok,neutral
two digit display showing tds reading,neutral
ok product,neutral
go next size,neutral
pure microfibre clothits type wool doesnt absorb water greasy things,neutral
ok,neutral
ok,neutral
average,neutral
orders come,neutral
good ro without uv kent ace got uv water tank beneficial ro use like vacation went kent ace lite saved bucks,neutral
ashok,neutral
ok,neutral
sinewave inverter,neutral
ok,neutral
weast,neutral
laptop goodif primary focus gaming buy laptopdont expect rome around laptop thinking use battery,neutral
level discribed,neutral
ultimate sound quality,neutral
beutiful nd quality material,neutral
ok,neutral
product oil leaking issue,neutral
use temporary use,neutral
noisy build quality average,neutral
goodjust average sound,neutral
good,neutral
average,neutral
charging speed quick heat adopter,neutral
made review unboxing video check search shankarling kadganchi youtube watch video,neutral
cloth quality upto mark,neutral
normal,neutral
material avarage,neutral
product bed,neutral
canon,neutral
ok,neutral
product thin iam expected,neutral
ok,neutral
cost way much higher product,neutral
smaller expected,neutral
bed sound quality,neutral
ok,neutral
normal,neutral
product cult favourite everyone uses house non sticky non greasy,neutral
water colour,neutral
ok,neutral
expected,neutral
good,neutral
working properly,neutral
ok,neutral
looking good size small,neutral
cheap quality,neutral
ok,neutral
ok,neutral
smell hardly stays hour,neutral
used mom pure camphor,neutral
rajesh,neutral
excellentbut need lower price,neutral
avg quality,neutral
ok,neutral
wifi needed every time always need powerbatrery bluetooth provided google next level,neutral
good mix properly,neutral
ok,neutral
mind blowing performance,neutral
average,neutral
look good quality bad dont buy product,neutral
ok valuable price,neutral
ok type,neutral
one week working,neutral
small size,neutral
start button functioning,neutral
ok,neutral
chain lock ending must need chain fail,neutral
soft smooth expected expensive quality,neutral
clour fade,neutral
looks cheap,neutral
ok,neutral
expected quality,neutral
bad,neutral
average,neutral
water heat fast,neutral
overall product goodbut color goodit erase,neutral
small,neutral
cant used heavy winter,neutral
okay,neutral
good,neutral
product good delivery poor,neutral
ok,neutral
thin,neutral
ok,neutral
hours heating capacity,neutral
,neutral
okay,neutral
ok,neutral
ok,neutral
okay,neutral
buy normal swimming river swimming etc,neutral
okok,neutral
ok,neutral
okay,neutral
good ok,neutral
ok,neutral
ok,neutral
thikthak,neutral
ok,neutral
much good length short compatible single person,neutral
nic product,neutral
ok ok,neutral
ok okk,neutral
goodbut backside bended,neutral
average quality,neutral
value money software poor sensitive overall bad product,neutral
one good one totally waste,neutral
goog,neutral
ok,neutral
quality ballon besti suggest u required ballon must buy,neutral
working bad,neutral
bought many card slots large size tightly stitch cant put thing capacity,neutral
ok,neutral
charger heated much,neutral
expected,neutral
worthful,neutral
goodworth every penny,neutral
one wash thread removing mat,neutral
plastic materials seem low qualityand easily damage,neutral
give big thumbs guys,neutral
heavy duty production plant project,neutral
sometimes fast charger sometimes goes slow,neutral
ok,neutral
fibers start sticking feet end cleaning floor everyday get rid cloth fibers,neutral
feeling sleepy,neutral
average,neutral
ok,neutral
quality good small size,neutral
tysm flipkart amazing product,neutral
okay,neutral
ok,neutral
decent,neutral
normal quality,neutral
supar,neutral
ok ok product fabric good xl size short waist,neutral
recomended buy,neutral
goodits light colour dont buy,neutral
ok,neutral
bed qualitymaximum ballons puncture,neutral
okay okay,neutral
average product much spacy relatively price high around hundred,neutral
gd phone quality,neutral
best product timer avilable,neutral
color quite decent,neutral
ok,neutral
high tech ups compact design,neutral
cable quality low pin type average,neutral
product awesomebut size small,neutral
bad,neutral
dont expect simple,neutral
wore good charger good,neutral
tq,neutral
goodbut tyres working properly,neutral
bad,neutral
bought could work till time dueto water fill spray inside installation completedi request ask customercare also,neutral
good quality product look nice,neutral
leather,neutral
pic large small real,neutral
bad,neutral
ok product bit costlier,neutral
rsnound product reasonable price,neutral
yes buy product cost stand cost much,neutral
ok,neutral
small size,neutral
avrege quality products,neutral
nice,neutral
stick makes sound,neutral
next level,neutral
ok big sound,neutral
okk,neutral
ok,neutral
oil non sticky helful hair,neutral
medium,neutral
good little bit stitches could stronger,neutral
awesomethis product quality goodthank flipkart,neutral
okk,neutral
okay,neutral
operation smooth size smallespecially dont buy product ur need also making ataa roti stuff,neutral
remote working month,neutral
took minutes defrost half kg chicken,neutral
fan looking goodbut high speed fan,neutral
sound low dont understand commands,neutral
writing review seeds r sprouted nyc,neutral
ok,neutral
verry nice,neutral
ok,neutral
small,neutral
ok,neutral
workingby time tested return policy completed,neutral
ok hhh,neutral
average pdt,neutral
phone amount quality ok,neutral
ok,neutral
bast,neutral
small size,neutral
cloth quality finishing cheapest,neutral
quality upto mark,neutral
hit hours money lass,neutral
quality good slipper bites like local one,neutral
bowl smallgood quality,neutral
build quality good print table much good shown,neutral
shoes looking nyc comfortable soul good,neutral
ok,neutral
ok good,neutral
ok,neutral
small,neutral
ok,neutral
ok,neutral
sony,neutral
okay,neutral
ok,neutral
good product great comfort useful playing football basketball especially sunny daysit also used ridinggives great protection sun,neutral
good quality order check,neutral
quite good item smell bad first,neutral
average quality,neutral
single man use double sufficient,neutral
bad,neutral
heat,neutral
offter month shoo flat,neutral
average,neutral
quality cello standard,neutral
ok,neutral
recived different design small bowl,neutral
ok,neutral
nice worth,neutral
voice op box working,neutral
average quality,neutral
ok,neutral
using really good thing product body gets heated excellent,neutral
bad,neutral
late delivery flipkart days however product good condition using study purpose shaking little bit writing fastly,neutral
fifty fifty good bad,neutral
average,neutral
nothing effect body,neutral
football great quality kinda heavyhard recommend fill full airbecause could cause injuries hits handsother touch feel quality loved football,neutral
ok,neutral
slowing mobile,neutral
good excellent,neutral
working,neutral
nice gaming,neutral
,neutral
work full,neutral
need every homebut singer provide pico foot machine,neutral
fitting stand,neutral
ok,neutral
working cartridge,neutral
ok,neutral
good goodit little bit heat use,neutral
expected,neutral
expected thick,neutral
ok,neutral
good,neutral
average,neutral
high price,neutral
bad,neutral
small adults,neutral
small table,neutral
ok,neutral
product okkbut delivery bedbecause product openvery bed,neutral
products per sample shown,neutral
google product dont expect premium speaker effects job,neutral
okok,neutral
mind blowing,neutral
ok,neutral
wastage,neutral
exactly like crocs product still far better marketat price product goodfor quality still suremay month two,neutral
ok,neutral
ok,neutral
item match,neutral
plates properly wrapped bubble wrap,neutral
size soo small,neutral
nice product wifi range good router firmware old update available,neutral
ok bad,neutral
ok,neutral
use ful product,neutral
ok,neutral
dual brand working goodlarge coverageeasy setting,neutral
product good wind floating stitch bad,neutral
expect,neutral
product good,neutral
okay,neutral
quality product,neutral
good electric connection bad stitching also good,neutral
ok,neutral
nice many features missing india fix nest update google,neutral
ok,neutral
dial size small,neutral
ok,neutral
ok,neutral
okay,neutral
ok ok,neutral
product small size,neutral
good heating litres bucket water takes minutes cons plastic hook broke weeks due heat,neutral
average,neutral
good ball light play fun used surface grass tarmac tiles etc made moulded rubber without bladder bit hard good weight bounce bought big billion sale totally worth price paid,neutral
jar available,neutral
usual hate apple better android tablet given point,neutral
ok,neutral
product good thin,neutral
pllastic well bad steel low thiknes,neutral
ok,neutral
small size,neutral
wheel board days ride,neutral
ok,neutral
using simple,neutral
received results come month,neutral
good product lagging times,neutral
product good bad,neutral
ok,neutral
quality good,neutral
awesome,neutral
ok,neutral
good,neutral
ok,neutral
average,neutral
product dont buy product hang issue,neutral
ok product,neutral
takes min heat wait minnothing purchase,neutral
percent germination,neutral
excellent chalebul mins good,neutral
osm quality,neutral
quality issues,neutral
vera level shoe expect pana madhri irundhuchu,neutral
enough months,neutral
okk,neutral
ok,neutral
small,neutral
name,neutral
per much price product mark functions also less watch faces soo inn,neutral
product,neutral
good,neutral
faster,neutral
okk,neutral
average quality,neutral
ok,neutral
redmi mi mobile charger,neutral
seller check fitting things holes quality etc delivery,neutral
kettle good main problem lid remain open try fill,neutral
ok,neutral
full noise dashboard,neutral
regular use month damages good,neutral
hdmi cable available productit directly plugin tvs hdmi port pocket vu tv possible connect directlyi ordered hdmi cable purchase,neutral
seems ok price,neutral
ok bad,neutral
speed slow,neutral
size match xl much big size,neutral
slightly bend,neutral
ok,neutral
kids clothes ok,neutral
average,neutral
smooth ball,neutral
dol product,neutral
average,neutral
product gud belt colour watch image,neutral
ok,neutral
thin okk product,neutral
small,neutral
ok,neutral
spacious bear heavy bulky books,neutral
ok,neutral
ok,neutral
bed quality,neutral
ok ok,neutral
average,neutral
nice easily adjustable price high rupees,neutral
bad,neutral
looking amzngg softly every movement,neutral
best products,neutral
good product,neutral
avarage,neutral
ok,neutral
performance best game show blue display error,neutral
thin products,neutral
excellent,neutral
average,neutral
decoration lights didnt working,neutral
product quality good adaptor work properly device,neutral
combo pack available reasonable price,neutral
good qualitty supper grip,neutral
color dual,neutral
heavy weight,neutral
average,neutral
life months,neutral
nyc,neutral
finish goodvalue money,neutral
ok,neutral
average,neutral
ok,neutral
finishing goodlot scratches,neutral
material strong enough hold heavy smart phones doesnt get hot charging one issue e phone rest edge product via usb attached phone might effect usb connector phone edge cut sides phone doesnt hang air usb attached side,neutral
butterflys branded name average quality,neutral
muccard broblem,neutral
ok,neutral
okay,neutral
okay,neutral
recive expected,neutral
average,neutral
small size,neutral
fitting,neutral
expetected,neutral
ok,neutral
bad,neutral
flimsy able assemble even trying hours one shelf side fits comes,neutral
stitching shabby unstitched many places,neutral
avareage,neutral
little master,neutral
hair flufy,neutral
light iron properly ironing dress,neutral
average,neutral
ok,neutral
bad comfortable,neutral
vice,neutral
ok bad,neutral
remote working,neutral
ok,neutral
wounder ful product,neutral
indian nest mini good us verson tats good,neutral
small even year old baby,neutral
bad ok ok,neutral
time display machine,neutral
avarage product produce heavy sound take less,neutral
colour,neutral
ok right,neutral
grinding time heating,neutral
ok,neutral
yet b installed use,neutral
best small spaceeasy install fabric quality good otherwise product good,neutral
good,neutral
ok,neutral
average,neutral
good productbut price increased,neutral
product good price higher item delivery awesome,neutral
good product gets stuck frequently needle gets bend,neutral
build bass reflex stereo battery backup approx hr price heavy little microphone call switch device volume loud irritating phone call possible adjust volume phone adjust manually side button device,neutral
genuine hp product,neutral
good expect price,neutral
ok,neutral
ok,neutral
bat,neutral
ok,neutral
okk,neutral
ok,neutral
cheap quality product,neutral
ok going gym,neutral
finally got,neutral
ok,neutral
osm,neutral
ok,neutral
big size suitable,neutral
ok,neutral
neck tight dont suite months baby,neutral
adapter okk delivery much late,neutral
ok,neutral
small size dont buy,neutral
stitching quality mark,neutral
ok,neutral
product good crack right side wheel quality product good didnt accept kind negligence flipkart cause leakage water bucket,neutral
piece thin plastic,neutral
ok,neutral
charging,neutral
average quality,neutral
working,neutral
much,neutral
shown,neutral
never go extended warranty flipkart,neutral
normally wear,neutral
air cooler proper cooling metal body cooler,neutral
bad,neutral
build quality par,neutral
transfer rate slow,neutral
must buy,neutral
ultimate good product best sound qualitylove product thank flipkart,neutral
good product low price,neutral
wonderful,neutral
okay product add drops get good colour,neutral
okay,neutral
ok,neutral
ok,neutral
ok,neutral
osm sound bar,neutral
quality good quite expensive,neutral
product perice adjust,neutral
feeling comfort good product suitable playing inside house good floor suitable playing harsh ground use good ground many covering bladder rubber coating strong enough play,neutral
average build quality work,neutral
ok ok proudect packaging good,neutral
supper,neutral
bad,neutral
ok,neutral
received good condition working fine sure effectiveness bought two years extended warranty idea could utilised availability spares service trivandrum found,neutral
product osm charging slow display disapointing sheded picture qality,neutral
cheap quality bag,neutral
ok,neutral
average,neutral
gret,neutral
mark,neutral
ok,neutral
slightly disappoint size clothe small nice product,neutral
awsome,neutral
bad,neutral
good bad find another one,neutral
middle jar jam condition,neutral
bad transparent,neutral
key board osm tha space key working properly,neutral
bad,neutral
job book shelf,neutral
ok,neutral
long life product mony westage product,neutral
really superb,neutral
descent,neutral
ok,neutral
good price high,neutral
stable overall good,neutral
ok,neutral
okbut feel price high,neutral
days,neutral
ok,neutral
size fabric upto mark,neutral
ok,neutral
bad product,neutral
ok,neutral
ok,neutral
book good packing bad,neutral
good product,neutral
ok,neutral
okayishdrain pipe length much less,neutral
ultimate,neutral
ok,neutral
small size,neutral
buyed today working perfectly,neutral
nice quality normal bad,neutral
ok,neutral
nice sound backup facility,neutral
moderate product,neutral
ok,neutral
average,neutral
ltr usebottle hole work,neutral
ok,neutral
small size showpiece,neutral
overall happy speaker one disadvantage speaker always connect electricity time using,neutral
average product,neutral
nce quality,neutral
second jar small,neutral
avarage,neutral
good football doesnt come inflation pin purchase separately doesnt come box shown pictures bit hard playing without studs overall good ball brothers birthday gift happy im happy,neutral
goodbut segate software working laptop,neutral
average,neutral
sound,neutral
ball rubber moulded want ball last long perfect want ball feel nice good kick go balls,neutral
dont product one day use working heating happend,neutral
testing kit okaybut generate reportcustomer care even entertain call,neutral
thats good,neutral
ok,neutral
king kichian,neutral
hot water didnt last till morning,neutral
good ball price rubber moulded also little hard nice ball price satisfied,neutral
good smale far,neutral
ok,neutral
fan good flipkart packing bad,neutral
good quality price little bit higher otherwise give stars,neutral
mark,neutral
superb,neutral
update flower soon,neutral
tan,neutral
ok price range,neutral
dont know,neutral
ok,neutral
cant connect app asked refund money,neutral
